2022-08-30/00:07:30.059,-4.00E-01
2022-08-30/00:22:30.059,-3.84E+00
2022-08-30/00:37:30.059,-3.64E+00
2022-08-30/00:52:30.059,-3.68E+00
2022-08-30/01:07:30.059,-2.88E+00
2022-08-30/01:22:30.059,-3.64E+00
2022-08-30/01:37:30.059,-3.52E+00
2022-08-30/01:52:30.059,-3.80E+00
2022-08-30/02:07:30.059,-3.80E+00
2022-08-30/02:22:30.059,-2.48E+00
2022-08-30/02:37:30.059,-3.52E+00
2022-08-30/02:52:30.059,-3.56E+00
2022-08-30/03:07:30.059,-3.40E+00
2022-08-30/03:22:30.059,-3.84E+00
2022-08-30/03:37:30.059,-3.60E+00
2022-08-30/03:52:30.059,-3.00E+00
2022-08-30/04:07:30.059,-3.68E+00
2022-08-30/04:22:30.059,-3.52E+00
2022-08-30/04:37:30.059,-3.60E+00
2022-08-30/04:52:30.059,-3.56E+00
2022-08-30/05:07:30.059,-3.32E+00
2022-08-30/05:22:30.059,-3.76E+00
2022-08-30/05:37:30.059,-3.44E+00
2022-08-30/05:52:30.059,-3.92E+00
2022-08-30/06:07:30.059,-4.08E+00
2022-08-30/06:22:30.059,-4.04E+00
2022-08-30/06:37:30.059,-3.60E+00
2022-08-30/06:52:30.059,-2.68E+00
2022-08-30/07:07:30.059,-1.48E+00
2022-08-30/07:22:30.059,-3.28E+00
2022-08-30/07:37:30.059,-3.56E+00
2022-08-30/07:52:30.059,-4.20E+00
2022-08-30/08:07:30.059,-4.36E+00
2022-08-30/08:22:30.059,-4.48E+00
2022-08-30/08:37:30.059,-4.72E+00
2022-08-30/08:52:30.059,-4.72E+00
2022-08-30/09:07:30.059,-4.76E+00
2022-08-30/09:22:30.059,-4.76E+00
2022-08-30/09:37:30.059,-4.88E+00
2022-08-30/09:52:30.059,-4.84E+00
2022-08-30/10:07:30.059,-4.92E+00
2022-08-30/10:22:30.059,-4.92E+00
2022-08-30/10:37:30.059,-4.76E+00
2022-08-30/10:52:30.059,-4.80E+00
2022-08-30/11:07:30.059,-4.84E+00
2022-08-30/11:22:30.059,-4.88E+00
2022-08-30/11:37:30.059,-4.92E+00
2022-08-30/11:52:30.059,-4.92E+00
2022-08-30/12:07:30.059,-4.84E+00
2022-08-30/12:22:30.059,-4.88E+00
2022-08-30/12:37:30.059,-4.72E+00
2022-08-30/12:52:30.059,-4.80E+00
2022-08-30/13:07:30.059,-4.80E+00
2022-08-30/13:22:30.059,-4.72E+00
2022-08-30/13:37:30.059,-4.48E+00
2022-08-30/13:52:30.059,-4.68E+00
2022-08-30/14:07:30.059,-4.64E+00
2022-08-30/14:22:30.059,-4.72E+00
2022-08-30/14:37:30.059,-4.68E+00
2022-08-30/14:52:30.059,-4.72E+00
2022-08-30/15:07:30.059,-4.56E+00
2022-08-30/15:22:30.059,-4.56E+00
2022-08-30/15:37:30.059,-4.56E+00
2022-08-30/15:52:30.059,-4.56E+00
2022-08-30/16:07:30.059,-4.48E+00
2022-08-30/16:22:30.059,-4.44E+00
2022-08-30/16:37:30.059,-4.44E+00
2022-08-30/16:52:30.059,-4.16E+00
2022-08-30/17:07:30.059,-4.20E+00
2022-08-30/17:22:30.059,-4.08E+00
2022-08-30/17:37:30.059,-4.08E+00
2022-08-30/17:52:30.059,-4.08E+00
2022-08-30/18:07:30.059,-4.16E+00
2022-08-30/18:22:30.059,-2.96E+00
2022-08-30/18:37:30.059,-3.28E+00
2022-08-30/18:52:30.059,-2.52E+00
2022-08-30/19:07:30.059,-2.56E+00
2022-08-30/19:22:30.059,-3.04E+00
2022-08-30/19:37:30.059,-2.92E+00
2022-08-30/19:52:30.059,-3.16E+00
2022-08-30/20:07:30.059,-3.60E+00
2022-08-30/20:22:30.059,-3.80E+00
2022-08-30/20:37:30.059,-3.68E+00
2022-08-30/20:52:30.059,-3.64E+00
2022-08-30/21:07:30.059,-4.32E+00
2022-08-30/21:22:30.059,-4.12E+00
2022-08-30/21:37:30.059,-4.52E+00
2022-08-30/21:52:30.059,-4.04E+00
2022-08-30/22:07:30.059,-3.96E+00
2022-08-30/22:22:30.059,-3.96E+00
2022-08-30/22:37:30.059,-3.36E+00
2022-08-30/22:52:30.059,-4.00E+00
2022-08-30/23:07:30.059,-1.68E+00
2022-08-30/23:22:30.059,-2.76E+00
2022-08-30/23:37:30.059,-3.92E+00
2022-08-30/23:52:30.059,-3.52E+00
2022-08-31/00:07:30.059,-4.32E+00
2022-08-31/00:22:30.059,-4.28E+00
2022-08-31/00:37:30.059,-3.60E+00
2022-08-31/00:52:30.059,-4.00E+00
